latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.875,71.375,625.0,18000,Asia/Qyzylorda,GMT+5

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),evapotranspiration (mm),et0_fao_evapotranspiration (mm),wind_speed_10m (km/h),uv_index (),uv_index_clear_sky (),is_day (),sunshine_duration (s),total_column_integrated_water_vapour (kg/m²),wet_bulb_temperature_2m (°C),cape (J/kg),boundary_layer_height (m),shortwave_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),shortwave_radiation_instant (W/m²),soil_moisture_0_to_1cm (m³/m³),temperature_80m (°C),freezing_level_height (m)
2025-06-11T03:00,20.7,53,0.00,0.02,0.05,8.4,0.00,0.00,0,0.00,27.90,14.7,0.0,25.00,0.0,0.0,0.0,0.0,0.097,23.4,4350.00
2025-06-11T04:00,20.6,51,0.00,0.02,0.04,6.6,0.00,0.00,0,0.00,28.90,14.4,0.0,25.00,0.0,0.0,0.0,0.0,0.096,22.7,4290.00
2025-06-11T05:00,20.0,53,0.00,0.02,0.07,7.3,0.00,0.00,1,0.00,29.40,14.1,0.0,25.00,2.0,0.0,0.0,5.6,0.091,22.7,4180.00
2025-06-11T06:00,20.5,57,0.00,0.02,0.07,6.6,0.20,0.40,1,0.00,30.20,15.0,0.0,110.00,40.0,0.0,0.0,65.2,0.091,21.0,4180.00
2025-06-11T07:00,21.6,57,0.00,0.03,0.11,5.8,1.15,1.40,1,0.00,30.30,16.0,0.0,350.00,115.0,6.0,19.2,147.1,0.090,20.7,4160.00
2025-06-11T08:00,22.4,54,0.00,0.05,0.15,3.4,2.50,2.75,1,0.00,30.80,16.4,0.0,815.00,192.0,12.0,24.7,224.4,0.089,21.0,4070.00
2025-06-11T09:00,21.8,60,0.30,0.08,0.14,3.1,3.85,4.35,1,0.00,30.70,16.6,0.0,1215.00,176.0,2.0,3.1,195.4,0.090,20.5,4010.00
2025-06-11T10:00,21.5,66,0.40,0.14,0.18,3.4,5.00,5.85,1,0.00,30.70,17.1,10.0,1415.00,233.0,28.0,36.2,249.5,0.107,19.9,4030.00
2025-06-11T11:00,24.5,48,0.00,0.24,0.38,2.9,5.40,7.05,1,3600.00,31.60,17.3,30.0,1705.00,528.0,250.0,287.1,549.3,0.107,22.1,4070.00
2025-06-11T12:00,27.4,41,0.00,0.15,0.58,4.5,6.45,7.75,1,3600.00,30.80,18.5,260.0,1860.00,807.0,544.0,587.1,818.4,0.102,24.5,4060.00
2025-06-11T13:00,28.4,38,0.00,0.18,0.62,12.4,7.70,7.90,1,3600.00,28.80,18.8,440.0,2145.00,808.0,495.0,528.0,799.5,0.097,25.5,4100.00
2025-06-11T14:00,28.7,38,0.10,0.16,0.58,11.8,7.45,7.45,1,3600.00,28.20,19.0,510.0,2345.00,734.0,373.0,413.2,707.8,0.100,25.9,4120.00
2025-06-11T15:00,28.2,39,0.20,0.16,0.46,10.1,6.45,6.45,1,3600.00,28.20,18.8,510.0,2390.00,554.0,189.0,229.2,518.9,0.108,25.9,4140.00
2025-06-11T16:00,28.1,40,0.00,0.14,0.40,8.7,5.10,5.10,1,3600.00,28.40,18.9,540.0,2825.00,487.0,175.0,247.0,439.7,0.107,25.9,4120.00
2025-06-11T17:00,28.4,36,0.30,0.12,0.22,3.1,3.50,3.50,1,1933.59,28.60,18.4,400.0,2800.00,265.0,70.0,124.5,227.0,0.082,26.7,4160.00
2025-06-11T18:00,27.9,38,0.00,0.08,0.18,2.8,2.00,2.00,1,3500.36,28.60,18.4,450.0,2540.00,235.0,70.0,176.7,183.4,0.086,26.6,4140.00
2025-06-11T19:00,27.0,41,0.00,0.05,0.12,5.2,0.80,0.80,1,2269.53,28.80,18.2,400.0,245.00,114.0,30.0,135.7,68.9,0.085,26.3,4140.00
2025-06-11T20:00,24.8,48,0.00,0.03,0.05,4.6,0.15,0.15,0,0.00,29.60,17.5,320.0,90.00,19.0,2.0,19.4,0.0,0.085,25.5,4140.00
2025-06-11T21:00,23.4,53,0.00,0.02,0.01,2.9,0.00,0.00,0,0.00,29.90,17.1,240.0,10.00,0.0,0.0,0.0,0.0,0.085,24.6,4130.00
2025-06-11T22:00,22.8,55,0.00,0.01,0.00,2.3,0.00,0.00,0,0.00,30.40,16.8,130.0,20.00,0.0,0.0,0.0,0.0,0.085,24.1,4120.00
2025-06-11T23:00,20.9,50,0.00,0.01,0.02,4.9,0.00,0.00,0,0.00,29.10,14.5,0.0,15.00,0.0,0.0,0.0,0.0,0.085,22.8,4070.00
2025-06-12T00:00,17.8,66,0.00,0.01,0.02,6.1,0.00,0.00,0,0.00,29.10,13.7,0.0,10.00,0.0,0.0,0.0,0.0,0.085,22.6,4060.00
2025-06-12T01:00,16.8,73,0.00,0.01,0.01,6.0,0.00,0.00,0,0.00,29.70,13.7,0.0,10.00,0.0,0.0,0.0,0.0,0.085,22.4,4020.00
2025-06-12T02:00,16.6,75,0.00,0.01,0.00,5.9,0.00,0.00,0,0.00,28.60,13.7,0.0,15.00,0.0,0.0,0.0,0.0,0.086,22.3,4010.00
2025-06-12T03:00,16.2,77,0.00,-0.00,0.00,5.8,0.00,0.00,0,0.00,27.70,13.5,0.0,25.00,0.0,0.0,0.0,0.0,0.086,22.1,4000.00
2025-06-12T04:00,15.8,79,0.00,-0.00,0.00,6.2,0.00,0.00,0,0.00,28.30,13.4,0.0,20.00,0.0,0.0,0.0,0.0,0.086,21.7,4000.00
2025-06-12T05:00,15.3,75,0.00,-0.00,0.03,6.1,0.00,0.00,1,0.00,28.30,12.4,0.0,25.00,3.0,0.0,0.0,8.4,0.097,21.3,3960.00
2025-06-12T06:00,16.7,70,0.00,0.01,0.05,5.4,0.40,0.40,1,1263.04,28.00,13.2,0.0,95.00,71.0,16.0,107.8,115.7,0.097,21.3,3950.00
2025-06-12T07:00,20.5,61,0.00,0.03,0.13,3.0,1.35,1.35,1,3600.00,28.10,15.6,0.0,260.00,216.0,116.0,370.2,276.3,0.097,21.5,3970.00
2025-06-12T08:00,24.4,42,0.00,0.07,0.26,2.1,2.75,2.75,1,3600.00,27.80,16.2,0.0,585.00,397.0,276.0,568.8,464.1,0.096,22.6,3980.00
2025-06-12T09:00,26.6,36,0.00,0.11,0.41,4.9,4.30,4.30,1,3600.00,27.50,17.0,10.0,1215.00,569.0,426.0,663.2,631.8,0.095,24.3,4000.00
2025-06-12T10:00,28.5,32,0.00,0.14,0.54,7.4,5.80,5.80,1,3600.00,27.30,17.6,100.0,1790.00,718.0,556.0,718.4,769.0,0.093,25.7,4020.00
2025-06-12T11:00,29.6,33,0.00,0.17,0.64,12.9,6.40,6.95,1,3600.00,27.10,18.7,380.0,2285.00,807.0,595.0,683.1,839.7,0.089,26.5,4070.00
2025-06-12T12:00,30.7,30,0.00,0.18,0.70,14.9,6.95,7.70,1,3600.00,27.20,18.9,430.0,3085.00,850.0,594.0,640.8,862.1,0.086,27.7,4070.00
2025-06-12T13:00,31.5,27,0.00,0.16,0.63,14.1,7.15,7.85,1,3600.00,27.80,18.8,380.0,3885.00,704.0,288.0,307.0,696.6,0.083,28.9,4050.00
2025-06-12T14:00,31.5,25,0.10,0.15,0.52,10.8,3.25,7.40,1,3148.15,28.30,18.3,220.0,3175.00,570.0,149.0,164.9,549.7,0.090,29.2,4080.00
2025-06-12T15:00,31.7,24,0.00,0.14,0.50,10.3,5.55,6.45,1,3600.00,29.50,18.1,200.0,2890.00,545.0,173.0,209.6,510.5,0.088,29.6,4070.00
2025-06-12T16:00,30.3,26,0.00,0.12,0.33,8.8,1.65,5.05,1,0.00,29.70,17.7,140.0,515.00,304.0,36.0,50.7,274.5,0.086,28.9,3930.00
2025-06-12T17:00,27.2,43,0.00,0.09,0.26,13.7,2.35,3.50,1,0.00,33.60,18.7,580.0,545.00,208.0,15.0,26.6,178.2,0.099,25.8,4120.00
2025-06-12T18:00,26.6,45,0.00,0.09,0.18,9.5,0.10,2.00,1,0.00,30.70,18.5,490.0,70.00,129.0,6.0,15.1,100.8,0.113,25.7,4110.00
2025-06-12T19:00,25.7,49,0.00,0.05,0.10,5.6,0.15,0.80,1,0.00,29.50,18.4,420.0,220.00,74.0,3.0,13.5,44.9,0.110,25.4,4060.00
2025-06-12T20:00,24.0,57,0.00,0.03,0.05,4.9,0.15,0.15,0,0.00,29.70,18.2,420.0,130.00,12.0,0.0,0.0,0.0,0.110,25.0,4180.00
2025-06-12T21:00,22.5,63,0.00,0.02,0.01,4.2,0.00,0.00,0,0.00,30.80,17.7,410.0,65.00,0.0,0.0,0.0,0.0,0.108,24.6,4160.00
2025-06-12T22:00,21.2,69,0.00,0.02,0.01,4.3,0.00,0.00,0,0.00,31.50,17.3,350.0,20.00,0.0,0.0,0.0,0.0,0.107,24.2,4140.00
2025-06-12T23:00,18.8,78,0.00,0.01,0.00,4.4,0.00,0.00,0,0.00,31.40,16.2,130.0,50.00,0.0,0.0,0.0,0.0,0.105,22.8,4020.00
2025-06-13T00:00,18.2,82,0.00,0.01,0.00,3.6,0.00,0.00,0,0.00,30.50,16.1,100.0,85.00,0.0,0.0,0.0,0.0,0.104,22.4,4000.00
2025-06-13T01:00,18.1,82,0.00,0.01,0.00,2.2,0.00,0.00,0,0.00,29.80,16.0,50.0,55.00,0.0,0.0,0.0,0.0,0.104,21.6,3960.00
2025-06-13T02:00,18.2,81,0.50,-0.00,0.00,5.1,0.00,0.00,0,0.00,30.30,15.9,0.0,50.00,0.0,0.0,0.0,0.0,0.145,19.6,3950.00
2025-06-13T03:00,17.4,84,0.00,0.01,0.00,6.3,0.00,0.00,0,0.00,30.20,15.5,0.0,20.00,0.0,0.0,0.0,0.0,0.139,19.2,3980.00
2025-06-13T04:00,16.9,86,0.00,0.01,0.00,5.2,0.00,0.00,0,0.00,29.30,15.2,10.0,10.00,0.0,0.0,0.0,0.0,0.135,19.1,3990.00
2025-06-13T05:00,17.2,83,0.00,0.01,0.02,4.0,0.00,0.00,1,0.00,28.40,15.2,10.0,15.00,3.0,0.0,0.0,8.4,0.162,19.1,3880.00
2025-06-13T06:00,17.6,84,0.00,0.01,0.04,3.9,0.40,0.40,1,0.00,28.10,15.7,40.0,70.00,57.0,7.0,47.1,92.8,0.157,19.0,3890.00
2025-06-13T07:00,19.8,73,0.00,0.04,0.11,4.3,1.35,1.35,1,3082.58,27.50,16.5,130.0,265.00,167.0,51.0,162.8,213.6,0.155,19.2,3910.00
2025-06-13T08:00,22.3,62,0.00,0.10,0.25,4.2,2.65,2.75,1,3600.00,27.10,17.4,290.0,575.00,381.0,251.0,517.3,445.3,0.150,20.5,3950.00
2025-06-13T09:00,24.5,53,0.00,0.16,0.38,2.1,4.05,4.30,1,3600.00,25.90,18.0,520.0,905.00,568.0,433.0,674.1,630.7,0.145,22.2,3970.00
2025-06-13T10:00,26.5,45,0.00,0.18,0.50,1.8,5.65,5.80,1,3600.00,24.90,18.4,590.0,1360.00,719.0,573.0,740.4,770.1,0.140,24.0,3990.00
2025-06-13T11:00,27.8,41,0.00,0.20,0.60,6.6,7.00,7.00,1,3600.00,24.20,18.8,520.0,1940.00,831.0,677.0,777.2,864.7,0.131,24.9,4010.00
2025-06-13T12:00,28.7,38,0.10,0.26,0.63,6.8,7.70,7.70,1,3600.00,23.50,19.0,490.0,2445.00,847.0,655.0,706.5,859.1,0.135,25.8,4020.00
2025-06-13T13:00,29.2,36,0.10,0.26,0.61,8.7,7.85,7.85,1,3600.00,23.30,19.0,380.0,2975.00,785.0,459.0,489.1,776.9,0.134,26.2,4060.00
2025-06-13T14:00,29.3,34,0.20,0.26,0.59,7.6,7.20,7.45,1,3600.00,23.40,18.7,310.0,3110.00,768.0,520.0,575.3,740.8,0.144,26.5,4020.00
2025-06-13T15:00,29.5,33,0.00,0.23,0.51,6.3,5.65,6.45,1,3600.00,23.00,18.6,260.0,3170.00,651.0,402.0,486.6,609.9,0.135,27.0,4070.00
2025-06-13T16:00,29.4,32,0.10,0.21,0.44,5.2,5.10,5.10,1,3600.00,22.20,18.4,220.0,3205.00,572.0,358.0,503.9,516.7,0.134,27.2,4050.00
2025-06-13T17:00,29.9,32,0.10,0.18,0.34,4.6,3.40,3.55,1,3600.00,22.70,18.8,260.0,3050.00,445.0,277.0,490.6,381.5,0.135,28.1,4140.00
2025-06-13T18:00,29.0,33,0.00,0.13,0.20,3.6,2.00,2.00,1,3600.00,22.30,18.2,220.0,2440.00,258.0,117.0,293.6,201.7,0.132,27.7,4140.00
2025-06-13T19:00,28.2,38,0.00,0.08,0.09,2.2,0.85,0.85,1,3600.00,22.80,18.6,240.0,370.00,125.0,48.0,214.6,76.1,0.128,27.7,4090.00
2025-06-13T20:00,26.4,48,0.00,0.03,0.03,2.4,0.10,0.15,0,0.00,22.90,18.9,300.0,270.00,21.0,3.0,28.8,0.0,0.127,27.6,4080.00
2025-06-13T21:00,23.7,55,0.00,0.02,0.02,5.2,0.00,0.00,0,0.00,22.70,17.6,360.0,150.00,0.0,0.0,0.0,0.0,0.126,26.8,4070.00
2025-06-13T22:00,21.7,63,0.00,0.02,0.02,6.6,0.00,0.00,0,0.00,22.50,17.0,380.0,40.00,0.0,0.0,0.0,0.0,0.125,25.5,4060.00
2025-06-13T23:00,20.0,66,0.00,0.02,0.02,5.8,0.00,0.00,0,0.00,22.20,15.8,110.0,20.00,0.0,0.0,0.0,0.0,0.132,24.5,4040.00
2025-06-14T00:00,19.2,67,0.00,0.02,0.01,5.8,0.00,0.00,0,0.00,21.90,15.1,40.0,40.00,0.0,0.0,0.0,0.0,0.131,23.9,4010.00
2025-06-14T01:00,18.4,68,0.00,0.01,0.01,6.1,0.00,0.00,0,0.00,21.90,14.6,10.0,65.00,0.0,0.0,0.0,0.0,0.130,23.5,3980.00
2025-06-14T02:00,17.8,71,0.00,0.01,0.01,6.1,0.00,0.00,0,0.00,21.90,14.3,0.0,60.00,0.0,0.0,0.0,0.0,0.130,23.4,3970.00
2025-06-14T03:00,17.3,72,0.00,0.01,0.01,6.5,0.00,0.00,0,0.00,21.60,14.0,10.0,60.00,0.0,0.0,0.0,0.0,0.129,23.2,3930.00
2025-06-14T04:00,16.9,73,0.00,0.01,0.01,6.1,0.00,0.00,0,0.00,20.70,13.8,10.0,60.00,0.0,0.0,0.0,0.0,0.129,23.1,3890.00
2025-06-14T05:00,16.3,73,0.00,0.01,0.03,5.4,0.00,0.00,1,0.00,21.20,13.2,0.0,60.00,4.0,0.0,0.0,11.2,0.137,22.6,3920.00
2025-06-14T06:00,17.4,71,0.00,0.02,0.05,5.4,0.40,0.40,1,2869.71,20.90,14.0,0.0,125.00,74.0,25.0,168.4,120.5,0.136,22.6,3880.00
2025-06-14T07:00,20.8,65,0.00,0.04,0.13,4.0,1.40,1.40,1,3600.00,20.70,16.4,10.0,285.00,197.0,102.0,325.5,252.0,0.135,22.8,3870.00
2025-06-14T08:00,24.8,45,0.00,0.08,0.23,2.7,2.80,2.80,1,3600.00,20.50,17.0,0.0,665.00,341.0,193.0,397.8,398.6,0.133,23.2,3840.00
2025-06-14T09:00,27.0,38,0.00,0.15,0.34,1.1,4.35,4.35,1,3600.00,20.60,17.7,150.0,1375.00,494.0,301.0,468.7,548.5,0.129,25.1,3830.00
2025-06-14T10:00,28.7,35,0.00,0.19,0.49,5.1,5.85,5.85,1,3600.00,20.40,18.4,290.0,1970.00,661.0,444.0,573.7,708.0,0.125,26.3,3840.00
2025-06-14T11:00,30.4,32,0.00,0.22,0.63,10.0,7.05,7.05,1,3600.00,20.70,19.1,520.0,2465.00,790.0,584.0,670.4,822.1,0.119,27.6,3910.00
2025-06-14T12:00,31.5,29,0.00,0.22,0.72,12.8,7.80,7.80,1,3600.00,21.20,19.2,510.0,3420.00,889.0,716.0,772.1,901.8,0.113,28.5,4050.00
2025-06-14T13:00,32.1,25,0.00,0.21,0.70,14.4,7.95,7.95,1,3600.00,21.20,18.7,300.0,3900.00,808.0,618.0,658.4,799.7,0.108,29.3,4070.00
2025-06-14T14:00,32.6,23,0.00,0.20,0.67,12.3,7.50,7.50,1,3600.00,20.80,18.5,210.0,4035.00,776.0,579.0,640.2,748.6,0.104,29.9,4050.00
2025-06-14T15:00,32.7,22,0.00,0.19,0.59,10.8,6.50,6.50,1,3600.00,20.50,18.3,120.0,4125.00,673.0,451.0,545.5,630.6,0.100,30.3,4110.00
2025-06-14T16:00,32.6,21,0.00,0.17,0.50,10.9,5.15,5.15,1,3600.00,20.40,17.9,0.0,3865.00,544.0,369.0,518.8,491.5,0.097,30.6,4100.00
2025-06-14T17:00,32.4,23,0.00,0.14,0.33,5.8,3.55,3.55,1,3600.00,20.50,18.4,100.0,3540.00,370.0,212.0,374.9,317.3,0.093,31.0,4150.00
2025-06-14T18:00,31.6,24,0.00,0.11,0.23,6.7,2.00,2.05,1,3600.00,20.80,18.1,10.0,2260.00,200.0,84.0,210.2,156.5,0.092,30.9,4090.00
2025-06-14T19:00,29.9,31,0.00,0.08,0.10,3.3,0.85,0.85,1,3137.84,21.30,18.5,10.0,305.00,99.0,37.0,164.6,60.5,0.091,30.6,4080.00
2025-06-14T20:00,28.5,38,0.00,0.02,0.02,0.8,0.15,0.15,0,0.00,21.50,18.9,0.0,70.00,16.0,2.0,19.1,0.0,0.093,30.0,4050.00
2025-06-14T21:00,27.1,43,0.00,-0.00,0.03,4.2,0.00,0.00,0,0.00,21.70,18.6,20.0,35.00,0.0,0.0,0.0,0.0,0.095,29.5,4040.00
2025-06-14T22:00,22.9,55,0.00,0.02,0.03,5.4,0.00,0.00,0,0.00,21.30,16.9,0.0,30.00,0.0,0.0,0.0,0.0,0.096,28.5,4000.00
2025-06-14T23:00,22.1,49,0.00,0.02,0.03,5.1,0.00,0.00,0,0.00,21.30,15.4,10.0,105.00,0.0,0.0,0.0,0.0,0.095,27.1,3970.00
2025-06-15T00:00,21.6,52,0.00,0.02,0.02,4.4,0.00,0.00,0,0.00,21.00,15.3,10.0,45.00,0.0,0.0,0.0,0.0,0.096,26.3,3950.00
2025-06-15T01:00,20.4,57,0.00,0.02,0.01,4.3,0.00,0.00,0,0.00,20.60,15.0,10.0,30.00,0.0,0.0,0.0,0.0,0.096,25.6,3910.00
2025-06-15T02:00,19.7,61,0.00,0.01,0.01,4.4,0.00,0.00,0,0.00,19.80,14.9,0.0,10.00,0.0,0.0,0.0,0.0,0.097,25.2,3900.00
2025-06-15T03:00,19.5,58,0.00,0.01,0.01,4.3,0.00,0.00,0,0.00,19.00,14.3,0.0,15.00,0.0,0.0,0.0,0.0,0.097,24.7,3890.00
2025-06-15T04:00,19.1,56,0.00,0.01,0.02,5.2,0.00,0.00,0,0.00,18.60,13.7,0.0,15.00,0.0,0.0,0.0,0.0,0.098,24.1,3870.00
2025-06-15T05:00,17.6,60,0.00,0.02,0.05,6.0,0.00,0.00,1,0.00,18.30,12.9,0.0,15.00,3.0,0.0,0.0,8.4,0.097,23.0,3880.00
2025-06-15T06:00,18.8,55,0.00,0.02,0.06,5.2,0.40,0.40,1,1265.35,18.10,13.3,0.0,90.00,65.0,16.0,107.8,105.8,0.097,22.8,3880.00
2025-06-15T07:00,21.9,50,0.00,0.05,0.13,2.9,1.40,1.40,1,3600.00,18.40,15.3,0.0,255.00,203.0,101.0,322.4,259.6,0.097,22.8,3900.00
2025-06-15T08:00,25.4,31,0.00,0.09,0.28,4.4,2.80,2.80,1,3600.00,18.80,15.1,0.0,510.00,402.0,279.0,575.2,469.9,0.096,23.6,3910.00
2025-06-15T09:00,27.3,27,0.00,0.15,0.44,7.0,4.35,4.35,1,3600.00,18.70,15.7,0.0,1150.00,583.0,446.0,694.5,647.4,0.094,25.0,3910.00
2025-06-15T10:00,29.0,24,0.00,0.19,0.57,10.0,5.85,5.85,1,3600.00,18.50,16.2,0.0,2120.00,727.0,574.0,741.7,778.7,0.091,26.3,3910.00
2025-06-15T11:00,31.2,22,0.00,0.19,0.71,14.4,7.05,7.05,1,3600.00,18.60,17.3,10.0,2580.00,847.0,691.0,793.2,881.4,0.087,28.3,4060.00
2025-06-15T12:00,32.2,21,0.00,0.19,0.78,17.5,7.80,7.80,1,3600.00,18.80,17.7,0.0,3140.00,913.0,757.0,816.2,926.2,0.084,29.1,4170.00
2025-06-15T13:00,33.0,20,0.00,0.18,0.81,17.8,7.95,7.95,1,3600.00,18.60,18.0,10.0,3475.00,924.0,767.0,816.8,914.6,0.081,29.9,4250.00
2025-06-15T14:00,33.5,19,0.00,0.17,0.76,16.4,7.50,7.50,1,3600.00,18.10,18.0,10.0,3615.00,854.0,683.0,754.8,823.9,0.078,30.6,4150.00
2025-06-15T15:00,33.8,19,0.00,0.16,0.68,14.9,6.55,6.55,1,3600.00,17.70,18.2,40.0,3645.00,736.0,568.0,686.5,689.8,0.076,31.1,4170.00
2025-06-15T16:00,33.7,18,0.00,0.14,0.59,14.7,5.15,5.15,1,3600.00,17.20,17.8,30.0,3500.00,614.0,460.0,646.1,554.9,0.074,31.5,4190.00
2025-06-15T17:00,33.8,19,0.00,0.12,0.43,9.0,3.60,3.60,1,3600.00,16.40,18.2,160.0,3370.00,461.0,332.0,586.2,395.5,0.072,32.2,4270.00
2025-06-15T18:00,32.8,21,0.00,0.11,0.32,11.2,2.05,2.05,1,3600.00,16.70,18.1,100.0,2585.00,277.0,168.0,419.4,216.9,0.071,31.8,4220.00
2025-06-15T19:00,31.0,24,0.00,0.08,0.22,11.2,0.85,0.85,1,3600.00,16.60,17.7,100.0,265.00,132.0,64.0,283.4,80.9,0.071,30.8,4220.00
2025-06-15T20:00,28.5,27,0.00,0.05,0.09,6.2,0.15,0.15,0,0.00,17.20,16.6,0.0,30.00,22.0,4.0,37.9,0.0,0.071,29.6,4180.00
2025-06-15T21:00,26.9,35,0.00,0.03,0.02,2.5,0.00,0.00,0,0.00,18.20,17.0,0.0,15.00,0.0,0.0,0.0,0.0,0.072,28.8,4140.00
2025-06-15T22:00,26.3,37,0.00,-0.00,0.01,1.8,0.00,0.00,0,0.00,19.00,16.9,0.0,10.00,0.0,0.0,0.0,0.0,0.073,28.3,4120.00
2025-06-15T23:00,24.3,37,0.00,-0.00,0.04,5.2,0.00,0.00,0,0.00,18.90,15.3,0.0,15.00,0.0,0.0,0.0,0.0,0.075,27.5,4030.00
2025-06-16T00:00,21.7,44,0.00,0.02,0.03,4.7,0.00,0.00,0,0.00,18.80,14.3,0.0,20.00,0.0,0.0,0.0,0.0,0.075,27.3,4020.00
2025-06-16T01:00,20.7,48,0.00,0.02,0.02,4.4,0.00,0.00,0,0.00,19.30,14.0,0.0,40.00,0.0,0.0,0.0,0.0,0.076,26.8,4010.00
2025-06-16T02:00,20.2,50,0.00,0.02,0.02,4.2,0.00,0.00,0,0.00,19.60,13.9,0.0,15.00,0.0,0.0,0.0,0.0,0.077,26.2,4010.00
2025-06-16T03:00,19.4,54,0.00,0.02,0.02,4.2,0.00,0.00,0,0.00,19.70,13.7,0.0,10.00,0.0,0.0,0.0,0.0,0.077,25.4,3990.00
2025-06-16T04:00,17.9,61,0.00,0.01,0.01,4.9,0.00,0.00,0,0.00,19.70,13.3,0.0,10.00,0.0,0.0,0.0,0.0,0.078,24.7,3980.00
2025-06-16T05:00,17.0,62,0.00,0.01,0.04,4.9,0.00,0.00,1,0.00,19.70,12.6,0.0,20.00,3.0,0.0,0.0,8.4,0.079,23.9,3970.00
2025-06-16T06:00,18.0,62,0.00,0.02,0.05,4.1,0.40,0.40,1,2514.91,19.40,13.5,0.0,120.00,70.0,23.0,155.0,114.0,0.079,23.7,3960.00
2025-06-16T07:00,22.2,55,0.00,0.04,0.13,1.8,1.40,1.40,1,3600.00,19.00,16.3,0.0,315.00,221.0,128.0,408.9,282.7,0.079,23.7,3990.00
2025-06-16T08:00,26.3,29,0.00,0.10,0.26,1.8,2.80,2.80,1,3600.00,18.70,15.4,0.0,695.00,402.0,282.0,581.6,469.9,0.079,24.5,4110.00
2025-06-16T09:00,28.4,27,0.00,0.15,0.43,5.8,4.40,4.40,1,3600.00,18.20,16.5,0.0,1765.00,580.0,446.0,694.7,644.1,0.077,26.0,4200.00
2025-06-16T10:00,30.2,26,0.00,0.18,0.59,10.4,5.95,5.95,1,3600.00,17.60,17.6,0.0,2785.00,732.0,587.0,758.6,784.1,0.075,27.5,4220.00
2025-06-16T11:00,31.6,27,0.00,0.18,0.69,12.3,7.15,7.15,1,3600.00,16.90,18.9,90.0,3090.00,845.0,694.0,796.6,879.4,0.071,28.7,4260.00
2025-06-16T12:00,32.9,24,0.00,0.19,0.77,14.5,7.85,7.85,1,3600.00,16.20,19.0,120.0,3355.00,909.0,754.0,812.8,922.2,0.068,29.7,4300.00
2025-06-16T13:00,33.8,22,0.00,0.17,0.80,15.6,8.05,8.05,1,3600.00,16.10,19.1,120.0,3580.00,924.0,769.0,818.8,914.7,0.065,30.6,4370.00
2025-06-16T14:00,34.2,19,0.00,0.15,0.78,15.0,7.60,7.60,1,3600.00,16.10,18.5,40.0,3645.00,885.0,733.0,809.7,853.9,0.063,31.2,4390.00
2025-06-16T15:00,34.4,18,0.00,0.14,0.72,14.8,6.60,6.60,1,3600.00,16.20,18.2,40.0,3465.00,796.0,650.0,785.1,746.1,0.061,31.6,4430.00
2025-06-16T16:00,34.2,17,0.00,0.13,0.61,13.2,5.20,5.20,1,3600.00,16.10,17.8,30.0,3285.00,660.0,526.0,738.1,596.6,0.059,31.9,4450.00
2025-06-16T17:00,33.9,18,0.00,0.12,0.47,11.2,3.65,3.65,1,3600.00,15.70,17.9,20.0,3060.00,492.0,372.0,655.9,422.2,0.056,32.2,4450.00
2025-06-16T18:00,32.9,19,0.00,0.12,0.33,10.4,2.10,2.10,1,3600.00,15.70,17.6,0.0,2275.00,304.0,203.0,505.6,238.2,0.055,31.9,4420.00
2025-06-16T19:00,31.0,23,0.00,0.08,0.17,6.9,0.85,0.85,1,3600.00,16.30,17.4,0.0,465.00,128.0,60.0,264.6,78.7,0.055,31.4,4380.00
2025-06-16T20:00,28.1,30,0.00,0.04,0.07,4.7,0.15,0.15,0,0.00,16.60,17.0,0.0,100.00,20.0,3.0,28.3,0.0,0.056,30.2,4350.00
2025-06-16T21:00,26.6,34,0.00,0.02,0.03,3.3,0.00,0.00,0,0.00,16.80,16.6,0.0,35.00,0.0,0.0,0.0,0.0,0.057,29.2,4420.00
2025-06-16T22:00,25.9,36,0.00,0.01,0.00,0.4,0.00,0.00,0,0.00,17.00,16.4,0.0,15.00,0.0,0.0,0.0,0.0,0.058,28.4,4440.00
2025-06-16T23:00,25.2,33,0.00,-0.00,0.03,3.7,0.00,0.00,0,0.00,16.90,15.3,0.0,10.00,0.0,0.0,0.0,0.0,0.060,27.8,4470.00
2025-06-17T00:00,22.5,35,0.00,0.01,0.05,5.6,0.00,0.00,0,0.00,16.90,13.5,0.0,10.00,0.0,0.0,0.0,0.0,0.061,27.3,4480.00
2025-06-17T01:00,19.1,48,0.00,0.02,0.03,4.9,0.00,0.00,0,0.00,17.10,12.6,0.0,10.00,0.0,0.0,0.0,0.0,0.062,26.7,4520.00
2025-06-17T02:00,17.6,55,0.00,0.01,0.02,5.0,0.00,0.00,0,0.00,17.50,12.3,0.0,25.00,0.0,0.0,0.0,0.0,0.063,26.2,4520.00
2025-06-17T03:00,17.1,57,0.00,0.01,0.02,5.2,0.00,0.00,0,0.00,17.50,12.0,0.0,40.00,0.0,0.0,0.0,0.0,0.064,25.6,4470.00
2025-06-17T04:00,16.9,55,0.00,0.01,0.02,4.8,0.00,0.00,0,0.00,17.50,11.7,0.0,35.00,0.0,0.0,0.0,0.0,0.065,25.1,4450.00
2025-06-17T05:00,16.0,58,0.00,0.01,0.04,5.2,0.00,0.00,1,0.00,17.10,11.2,0.0,40.00,4.0,0.0,0.0,11.2,0.066,24.3,4460.00
