latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.875,71.375,625.0,18000,Asia/Qyzylorda,GMT+5

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),evapotranspiration (mm),et0_fao_evapotranspiration (mm),wind_speed_10m (km/h),uv_index (),uv_index_clear_sky (),is_day (),sunshine_duration (s),total_column_integrated_water_vapour (kg/m²),wet_bulb_temperature_2m (°C),cape (J/kg),boundary_layer_height (m),shortwave_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),shortwave_radiation_instant (W/m²),soil_moisture_0_to_1cm (m³/m³),temperature_80m (°C),freezing_level_height (m)
2025-05-12T00:00,17.3,58,0.00,0.01,0.01,3.3,0.00,0.00,0,0.00,13.60,12.4,0.0,10.00,0.0,0.0,0.0,0.0,0.150,22.0,3390.00
2025-05-12T01:00,16.4,65,0.00,0.01,0.00,2.2,0.00,0.00,0,0.00,13.30,12.3,0.0,20.00,0.0,0.0,0.0,0.0,0.151,20.8,3370.00
2025-05-12T02:00,15.5,68,0.00,-0.00,0.00,2.5,0.00,0.00,0,0.00,12.80,11.8,0.0,15.00,0.0,0.0,0.0,0.0,0.152,20.0,3360.00
2025-05-12T03:00,14.3,74,0.00,-0.00,0.00,3.6,0.00,0.00,0,0.00,12.60,11.4,0.0,15.00,0.0,0.0,0.0,0.0,0.153,19.3,3400.00
2025-05-12T04:00,12.9,81,0.00,-0.00,0.00,4.3,0.00,0.00,0,0.00,11.90,10.8,0.0,15.00,0.0,0.0,0.0,0.0,0.154,18.8,3530.00
2025-05-12T05:00,12.7,72,0.00,0.01,0.00,4.3,0.00,0.00,1,0.00,12.10,9.7,0.0,10.00,0.0,0.0,0.0,0.0,0.153,18.5,3700.00
2025-05-12T06:00,13.4,69,0.00,0.01,0.02,4.0,0.25,0.25,1,1328.52,11.60,10.0,0.0,25.00,49.0,17.0,135.4,98.8,0.154,18.0,3680.00
2025-05-12T07:00,16.6,62,0.00,0.03,0.10,3.0,1.10,1.10,1,3600.00,10.80,12.2,0.0,135.00,199.0,123.0,455.8,265.5,0.154,17.9,3720.00
2025-05-12T08:00,20.1,43,0.00,0.07,0.23,3.6,2.45,2.45,1,3600.00,10.50,12.8,0.0,275.00,385.0,283.0,633.0,457.5,0.153,18.4,3790.00
2025-05-12T09:00,22.2,37,0.00,0.12,0.37,5.9,4.00,4.00,1,3600.00,10.10,13.7,0.0,495.00,567.0,449.0,738.1,634.5,0.151,20.1,3880.00
2025-05-12T10:00,24.1,34,0.00,0.16,0.50,8.0,5.50,5.50,1,3600.00,10.50,14.7,0.0,880.00,724.0,596.0,802.7,778.3,0.148,21.6,3930.00
2025-05-12T11:00,25.9,32,0.00,0.18,0.60,9.4,6.70,6.70,1,3600.00,12.40,15.7,40.0,2000.00,840.0,707.0,841.2,875.1,0.144,23.2,3940.00
2025-05-12T12:00,27.7,28,0.00,0.20,0.68,13.2,7.40,7.40,1,3600.00,11.00,16.2,190.0,2500.00,909.0,773.0,863.0,921.4,0.141,24.8,3970.00
2025-05-12T13:00,29.2,27,0.00,0.20,0.72,15.3,7.50,7.50,1,3600.00,10.40,17.1,390.0,2355.00,916.0,782.0,864.7,904.3,0.138,26.3,3990.00
2025-05-12T14:00,30.5,21,0.00,0.19,0.72,16.4,7.00,7.00,1,3600.00,9.80,16.5,270.0,2120.00,865.0,735.0,848.8,830.6,0.135,27.7,4050.00
2025-05-12T15:00,30.6,20,0.00,0.18,0.67,17.8,6.00,6.00,1,3600.00,9.70,16.3,230.0,1930.00,765.0,643.0,821.2,711.2,0.132,28.1,4100.00
2025-05-12T16:00,30.3,21,0.00,0.16,0.58,18.3,4.60,4.60,1,3600.00,9.80,16.4,240.0,1630.00,620.0,508.0,768.3,552.5,0.130,28.2,4120.00
2025-05-12T17:00,29.9,21,0.00,0.14,0.44,15.5,3.05,3.05,1,3600.00,10.10,16.1,280.0,1220.00,444.0,345.0,678.0,370.8,0.128,28.4,4260.00
2025-05-12T18:00,28.8,22,0.00,0.12,0.31,13.7,1.55,1.55,1,3600.00,10.50,15.6,180.0,675.00,257.0,177.0,526.2,188.2,0.127,28.0,4270.00
2025-05-12T19:00,26.7,26,0.00,0.08,0.15,9.4,0.50,0.50,1,3452.66,10.00,15.1,50.0,495.00,87.0,41.0,257.5,36.6,0.128,26.8,4290.00
2025-05-12T20:00,23.9,31,0.00,0.05,0.09,6.4,0.05,0.05,0,0.00,8.90,14.0,0.0,490.00,4.0,1.0,14.5,0.0,0.129,25.5,4310.00
2025-05-12T21:00,21.5,37,0.00,0.03,0.04,4.8,0.00,0.00,0,0.00,8.80,13.1,0.0,475.00,0.0,0.0,0.0,0.0,0.131,24.9,4310.00
2025-05-12T22:00,20.0,42,0.00,0.02,0.02,3.6,0.00,0.00,0,0.00,9.10,12.6,0.0,405.00,0.0,0.0,0.0,0.0,0.132,24.4,4320.00
2025-05-12T23:00,18.4,42,0.00,0.02,0.03,4.3,0.00,0.00,0,0.00,9.10,11.3,0.0,250.00,0.0,0.0,0.0,0.0,0.133,23.3,4250.00
2025-05-13T00:00,17.3,46,0.00,0.02,0.02,4.6,0.00,0.00,0,0.00,9.00,10.9,0.0,55.00,0.0,0.0,0.0,0.0,0.135,22.5,4290.00
2025-05-13T01:00,16.2,51,0.00,0.01,0.02,4.5,0.00,0.00,0,0.00,8.60,10.5,0.0,10.00,0.0,0.0,0.0,0.0,0.136,22.0,4300.00
2025-05-13T02:00,15.1,57,0.00,0.01,0.01,4.2,0.00,0.00,0,0.00,8.30,10.3,0.0,15.00,0.0,0.0,0.0,0.0,0.137,21.4,4290.00
2025-05-13T03:00,13.9,65,0.00,0.01,0.00,4.0,0.00,0.00,0,0.00,8.20,10.0,0.0,20.00,0.0,0.0,0.0,0.0,0.138,20.5,4280.00
2025-05-13T04:00,12.8,69,0.00,0.01,0.00,4.3,0.00,0.00,0,0.00,8.00,9.4,0.0,15.00,0.0,0.0,0.0,0.0,0.139,19.2,4270.00
2025-05-13T05:00,12.7,64,0.00,0.01,0.01,4.8,0.00,0.00,1,0.00,7.10,8.9,0.0,10.00,0.0,0.0,0.0,0.0,0.142,19.0,4300.00
2025-05-13T06:00,13.1,60,0.00,0.01,0.03,5.2,0.25,0.25,1,1482.17,6.50,8.8,0.0,15.00,52.0,18.0,141.7,103.1,0.143,18.9,4280.00
2025-05-13T07:00,16.6,51,0.00,0.03,0.11,3.9,1.15,1.15,1,3600.00,6.10,10.9,0.0,100.00,208.0,129.0,473.2,276.8,0.143,19.1,4280.00
2025-05-13T08:00,20.5,40,0.00,0.06,0.22,0.0,2.50,2.50,1,3600.00,6.00,12.7,0.0,275.00,399.0,293.0,651.7,473.6,0.143,19.6,4280.00
2025-05-13T09:00,23.7,29,0.00,0.12,0.38,2.5,4.05,4.05,1,3600.00,6.20,13.4,0.0,500.00,586.0,464.0,760.0,655.4,0.141,21.8,4280.00
2025-05-13T10:00,25.8,28,0.00,0.16,0.52,6.1,5.60,5.60,1,3600.00,6.60,14.8,0.0,775.00,743.0,612.0,822.0,798.5,0.139,23.4,4280.00
2025-05-13T11:00,28.1,27,0.00,0.18,0.63,7.9,6.80,6.80,1,3600.00,6.80,16.3,40.0,970.00,861.0,724.0,859.4,896.8,0.134,25.4,4260.00
2025-05-13T12:00,29.8,22,0.00,0.21,0.71,10.3,7.50,7.50,1,3600.00,7.20,16.3,60.0,1210.00,926.0,789.0,879.0,938.6,0.131,27.0,4280.00
2025-05-13T13:00,31.2,18,0.00,0.21,0.74,10.8,7.60,7.60,1,3600.00,7.60,16.1,20.0,1485.00,935.0,799.0,881.7,923.1,0.127,28.4,4280.00
2025-05-13T14:00,32.2,15,0.00,0.21,0.72,10.1,7.15,7.15,1,3600.00,8.00,15.8,10.0,1740.00,888.0,756.0,871.2,852.8,0.123,29.5,4270.00
2025-05-13T15:00,32.6,14,0.00,0.19,0.65,10.0,6.10,6.10,1,3600.00,8.80,15.8,20.0,1945.00,786.0,662.0,843.4,730.9,0.120,30.2,4270.00
2025-05-13T16:00,32.7,15,0.00,0.17,0.55,10.5,4.70,4.70,1,3600.00,9.20,16.1,40.0,1975.00,637.0,523.0,788.5,568.0,0.118,30.6,4260.00
2025-05-13T17:00,32.4,17,0.00,0.15,0.39,7.8,3.10,3.10,1,3600.00,9.30,16.6,200.0,1820.00,456.0,356.0,696.4,381.3,0.116,31.0,4320.00
2025-05-13T18:00,31.4,20,0.00,0.13,0.23,5.7,1.60,1.60,1,3600.00,9.50,16.8,260.0,105.00,264.0,184.0,542.8,193.9,0.117,30.8,4290.00
2025-05-13T19:00,29.0,29,0.00,0.07,0.08,2.9,0.50,0.50,1,3512.85,9.40,17.4,270.0,25.00,90.0,43.0,267.8,38.8,0.118,30.3,4270.00
2025-05-13T20:00,27.4,33,0.00,0.01,0.05,2.3,0.05,0.05,0,0.00,9.50,17.0,140.0,10.00,4.0,1.0,14.2,0.0,0.123,29.7,4260.00
2025-05-13T21:00,23.6,39,0.00,0.01,0.05,5.7,0.00,0.00,0,0.00,9.10,15.1,30.0,15.00,0.0,0.0,0.0,0.0,0.125,28.8,4250.00
2025-05-13T22:00,20.6,49,0.00,0.03,0.04,6.6,0.00,0.00,0,0.00,9.10,14.1,0.0,15.00,0.0,0.0,0.0,0.0,0.126,27.0,4240.00
2025-05-13T23:00,19.0,46,0.00,0.03,0.04,6.5,0.00,0.00,0,0.00,8.80,12.3,0.0,20.00,0.0,0.0,0.0,0.0,0.128,25.2,4210.00
2025-05-14T00:00,18.2,45,0.00,0.03,0.04,6.6,0.00,0.00,0,0.00,8.00,11.5,0.0,45.00,0.0,0.0,0.0,0.0,0.129,25.0,4220.00
2025-05-14T01:00,17.6,45,0.00,0.02,0.04,6.8,0.00,0.00,0,0.00,7.80,11.0,0.0,70.00,0.0,0.0,0.0,0.0,0.130,24.5,4230.00
2025-05-14T02:00,17.2,46,0.00,0.02,0.04,7.0,0.00,0.00,0,0.00,7.90,10.8,0.0,75.00,0.0,0.0,0.0,0.0,0.130,23.8,4240.00
2025-05-14T03:00,16.7,46,0.00,0.02,0.04,6.7,0.00,0.00,0,0.00,8.00,10.4,0.0,70.00,0.0,0.0,0.0,0.0,0.131,23.3,4240.00
2025-05-14T04:00,16.1,46,0.00,0.02,0.04,6.7,0.00,0.00,0,0.00,8.00,9.9,0.0,55.00,0.0,0.0,0.0,0.0,0.132,22.9,4240.00
2025-05-14T05:00,15.6,48,0.00,0.02,0.03,6.0,0.00,0.00,1,0.00,8.00,9.7,0.0,45.00,0.0,0.0,0.0,0.0,0.131,22.4,4270.00
2025-05-14T06:00,16.0,48,0.00,0.03,0.05,5.6,0.25,0.25,1,1639.50,8.10,10.0,0.0,60.00,54.0,19.0,148.0,105.3,0.132,22.1,4240.00
2025-05-14T07:00,18.9,46,0.00,0.05,0.13,5.2,1.15,1.15,1,3600.00,8.20,12.3,0.0,140.00,211.0,132.0,479.5,280.0,0.132,22.1,4220.00
2025-05-14T08:00,23.2,34,0.00,0.10,0.27,4.7,2.55,2.55,1,3600.00,8.10,14.0,0.0,285.00,399.0,295.0,652.7,473.1,0.131,22.8,4220.00
2025-05-14T09:00,26.6,23,0.00,0.17,0.41,5.5,4.15,4.15,1,3600.00,7.90,14.3,0.0,600.00,582.0,463.0,755.6,650.6,0.128,24.8,4220.00
2025-05-14T10:00,29.3,17,0.00,0.22,0.52,2.8,5.65,5.65,1,3600.00,7.90,14.6,0.0,1160.00,739.0,611.0,818.5,793.9,0.124,27.1,4200.00
2025-05-14T11:00,31.0,16,0.00,0.25,0.61,2.4,6.85,6.85,1,3600.00,8.00,15.4,0.0,1685.00,856.0,724.0,857.6,891.5,0.116,28.7,4230.00
2025-05-14T12:00,32.2,16,0.00,0.29,0.70,5.4,7.55,7.55,1,3600.00,8.60,16.1,20.0,2065.00,924.0,790.0,878.4,936.5,0.110,29.5,4220.00
2025-05-14T13:00,32.9,15,0.00,0.29,0.74,7.6,7.65,7.65,1,3600.00,9.70,16.3,20.0,2400.00,934.0,800.0,881.1,922.2,0.105,30.1,4200.00
2025-05-14T14:00,33.2,14,0.00,0.27,0.72,9.0,7.15,7.15,1,3600.00,10.60,16.1,0.0,2600.00,886.0,755.0,868.2,851.0,0.100,30.6,4190.00
2025-05-14T15:00,33.3,13,0.00,0.24,0.66,10.1,6.10,6.10,1,3600.00,11.40,15.8,20.0,2705.00,784.0,659.0,837.5,729.3,0.098,31.0,4200.00
2025-05-14T16:00,33.1,12,0.00,0.21,0.55,10.0,4.70,4.70,1,3600.00,12.20,15.3,10.0,2770.00,637.0,522.0,784.5,568.3,0.096,31.2,4250.00
2025-05-14T17:00,32.8,14,0.00,0.18,0.41,8.6,3.10,3.10,1,3600.00,12.60,15.8,10.0,2870.00,460.0,358.0,697.2,385.1,0.100,31.5,4320.00
2025-05-14T18:00,31.5,19,0.00,0.15,0.22,4.8,1.60,1.60,1,3600.00,12.50,16.6,40.0,15.00,266.0,185.0,541.7,196.0,0.102,31.1,4340.00
2025-05-14T19:00,29.4,34,0.00,0.07,0.06,1.5,0.55,0.55,1,3572.65,11.60,18.7,160.0,10.00,92.0,44.0,271.7,40.7,0.106,30.8,4340.00
2025-05-14T20:00,28.0,31,0.00,-0.00,0.08,4.7,0.05,0.05,0,0.00,10.70,17.1,140.0,10.00,5.0,1.0,13.9,0.0,0.112,30.5,4340.00
2025-05-14T21:00,23.2,40,0.00,0.03,0.05,5.8,0.00,0.00,0,0.00,10.70,14.9,90.0,15.00,0.0,0.0,0.0,0.0,0.115,29.8,4340.00
2025-05-14T22:00,20.6,50,0.00,0.04,0.04,6.8,0.00,0.00,0,0.00,11.30,14.2,0.0,15.00,0.0,0.0,0.0,0.0,0.116,27.6,4330.00
2025-05-14T23:00,20.4,44,0.00,0.04,0.04,6.5,0.00,0.00,0,0.00,12.20,13.2,0.0,50.00,0.0,0.0,0.0,0.0,0.114,26.4,4320.00
2025-05-15T00:00,19.6,46,0.00,0.03,0.04,6.6,0.00,0.00,0,0.00,11.90,12.8,0.0,85.00,0.0,0.0,0.0,0.0,0.116,25.9,4330.00
2025-05-15T01:00,18.8,46,0.00,0.03,0.04,7.0,0.00,0.00,0,0.00,12.40,12.2,0.0,75.00,0.0,0.0,0.0,0.0,0.117,25.5,4350.00
2025-05-15T02:00,18.2,45,0.00,0.03,0.04,6.8,0.00,0.00,0,0.00,11.80,11.5,0.0,75.00,0.0,0.0,0.0,0.0,0.118,24.9,4350.00
2025-05-15T03:00,17.8,45,0.00,0.03,0.04,6.8,0.00,0.00,0,0.00,11.20,11.2,0.0,45.00,0.0,0.0,0.0,0.0,0.119,24.3,4350.00
2025-05-15T04:00,17.4,46,0.00,0.03,0.04,6.8,0.00,0.00,0,0.00,11.10,10.9,0.0,30.00,0.0,0.0,0.0,0.0,0.120,24.1,4350.00
2025-05-15T05:00,15.8,54,0.00,0.03,0.03,6.5,0.00,0.00,1,0.00,11.30,10.6,0.0,50.00,0.0,0.0,0.0,0.0,0.123,23.2,4410.00
2025-05-15T06:00,16.5,54,0.00,0.03,0.05,6.2,0.25,0.25,1,1652.93,11.20,11.1,0.0,80.00,55.0,19.0,146.5,105.7,0.124,23.2,4440.00
2025-05-15T07:00,19.7,51,0.00,0.06,0.13,5.2,1.15,1.15,1,3600.00,11.20,13.6,0.0,160.00,209.0,129.0,464.3,276.6,0.124,23.5,4430.00
2025-05-15T08:00,24.1,40,0.00,0.11,0.26,3.6,2.50,2.50,1,3600.00,11.10,15.6,0.0,310.00,394.0,289.0,636.1,466.7,0.123,24.2,4420.00
2025-05-15T09:00,27.6,32,0.00,0.18,0.39,1.5,4.10,4.10,1,3600.00,11.20,17.0,0.0,685.00,574.0,454.0,738.4,641.3,0.120,25.9,4410.00
2025-05-15T10:00,30.1,26,0.00,0.25,0.53,3.1,5.60,5.60,1,3600.00,11.60,17.5,10.0,1205.00,729.0,601.0,803.0,783.0,0.115,28.0,4410.00
2025-05-15T11:00,32.7,21,0.00,0.28,0.68,8.7,6.80,6.80,1,3600.00,12.40,18.0,150.0,1625.00,844.0,711.0,840.4,878.9,0.115,30.1,4450.00
2025-05-15T12:00,33.8,20,0.00,0.23,0.77,12.1,7.50,7.50,1,3600.00,13.60,18.5,350.0,2190.00,909.0,775.0,860.1,921.3,0.111,31.0,4450.00
2025-05-15T13:00,34.9,19,0.00,0.21,0.79,12.5,7.65,7.65,1,3600.00,15.80,18.9,510.0,2690.00,915.0,781.0,858.6,903.5,0.108,32.0,4460.00
2025-05-15T14:00,35.6,17,0.00,0.20,0.76,12.7,7.15,7.15,1,3600.00,16.30,18.7,390.0,2855.00,865.0,734.0,842.3,830.9,0.105,32.9,4480.00
2025-05-15T15:00,35.9,16,0.00,0.19,0.70,13.0,6.15,6.15,1,3600.00,16.10,18.6,300.0,2895.00,762.0,637.0,807.6,709.0,0.103,33.5,4500.00
2025-05-15T16:00,35.7,16,0.00,0.17,0.60,13.2,4.75,4.75,1,3600.00,15.30,18.4,260.0,2925.00,619.0,505.0,756.6,552.6,0.102,33.7,4510.00
2025-05-15T17:00,35.2,18,0.00,0.14,0.43,10.2,3.15,3.15,1,3600.00,14.30,18.8,470.0,2735.00,446.0,346.0,670.8,373.8,0.100,33.8,4490.00
2025-05-15T18:00,34.1,20,0.00,0.13,0.26,7.4,1.65,1.65,1,3600.00,13.60,18.7,440.0,370.00,258.0,178.0,517.3,190.7,0.101,33.5,4480.00
2025-05-15T19:00,31.6,28,0.00,0.08,0.09,3.4,0.55,0.55,1,3600.00,12.60,19.1,470.0,80.00,91.0,43.0,262.1,41.2,0.103,33.0,4480.00
2025-05-15T20:00,28.8,34,0.00,0.03,0.07,4.6,0.05,0.05,0,0.00,10.00,18.3,310.0,50.00,5.0,1.0,13.6,0.0,0.107,32.2,4490.00
2025-05-15T21:00,24.9,41,0.00,0.04,0.04,5.4,0.00,0.00,0,0.00,11.00,16.5,60.0,15.00,0.0,0.0,0.0,0.0,0.109,31.6,4490.00
2025-05-15T22:00,23.1,44,0.00,0.03,0.04,5.8,0.00,0.00,0,0.00,13.40,15.5,10.0,25.00,0.0,0.0,0.0,0.0,0.111,30.1,4470.00
2025-05-15T23:00,21.8,39,0.00,0.03,0.05,6.2,0.00,0.00,0,0.00,13.70,13.6,0.0,65.00,0.0,0.0,0.0,0.0,0.108,28.5,4470.00
2025-05-16T00:00,20.8,42,0.00,0.02,0.04,6.3,0.00,0.00,0,0.00,13.40,13.2,0.0,40.00,0.0,0.0,0.0,0.0,0.110,27.5,4480.00
2025-05-16T01:00,19.9,45,0.00,0.02,0.04,6.4,0.00,0.00,0,0.00,12.80,12.9,0.0,30.00,0.0,0.0,0.0,0.0,0.111,26.8,4480.00
2025-05-16T02:00,19.4,46,0.00,0.02,0.04,6.8,0.00,0.00,0,0.00,11.90,12.7,0.0,20.00,0.0,0.0,0.0,0.0,0.112,26.1,4500.00
2025-05-16T03:00,19.1,47,0.00,0.02,0.04,6.8,0.00,0.00,0,0.00,10.90,12.6,0.0,20.00,0.0,0.0,0.0,0.0,0.113,25.7,4520.00
2025-05-16T04:00,18.8,50,0.00,0.02,0.03,6.3,0.00,0.00,0,0.00,11.00,12.6,0.0,15.00,0.0,0.0,0.0,0.0,0.114,25.3,4530.00
2025-05-16T05:00,17.3,56,0.00,0.02,0.02,5.8,0.00,0.00,1,0.00,9.90,12.1,0.0,25.00,0.0,0.0,0.0,0.0,0.115,24.6,4580.00
2025-05-16T06:00,18.0,54,0.00,0.02,0.05,5.7,0.30,0.30,1,1665.33,9.80,12.5,0.0,45.00,55.0,19.0,145.0,104.2,0.115,24.5,4590.00
2025-05-16T07:00,21.4,49,0.00,0.05,0.14,4.4,1.20,1.20,1,3600.00,9.80,14.7,0.0,125.00,209.0,129.0,460.1,275.9,0.116,24.6,4590.00
2025-05-16T08:00,25.5,38,0.00,0.09,0.25,1.8,2.60,2.60,1,3600.00,9.50,16.5,0.0,325.00,395.0,289.0,633.0,467.4,0.115,25.0,4600.00
2025-05-16T09:00,29.1,28,0.00,0.15,0.39,1.1,4.20,4.20,1,3600.00,8.90,17.2,0.0,655.00,579.0,458.0,742.5,646.6,0.112,27.3,4610.00
2025-05-16T10:00,31.1,24,0.00,0.19,0.56,5.8,5.75,5.75,1,3600.00,8.70,17.8,0.0,965.00,737.0,608.0,810.4,791.4,0.109,28.8,4650.00
2025-05-16T11:00,32.8,24,0.00,0.21,0.68,8.6,6.95,6.95,1,3600.00,8.50,18.9,10.0,1535.00,854.0,719.0,848.1,889.2,0.102,30.1,4640.00
2025-05-16T12:00,34.3,20,0.00,0.24,0.77,11.2,7.65,7.65,1,3600.00,8.20,18.8,0.0,2100.00,922.0,784.0,868.5,934.4,0.097,31.6,4680.00
2025-05-16T13:00,35.4,18,0.00,0.23,0.80,11.3,7.75,7.75,1,3600.00,8.50,18.9,0.0,2285.00,933.0,796.0,873.5,921.3,0.093,32.6,4680.00
2025-05-16T14:00,36.3,15,0.00,0.21,0.76,10.4,7.30,7.30,1,3600.00,9.00,18.4,20.0,2465.00,888.0,754.0,863.6,853.1,0.089,33.7,4680.00
2025-05-16T15:00,36.8,13,0.00,0.20,0.69,10.0,6.25,6.25,1,3600.00,10.00,17.9,30.0,2605.00,785.0,658.0,832.3,730.6,0.086,34.4,4680.00
2025-05-16T16:00,36.8,12,0.00,0.17,0.58,10.0,4.80,4.80,1,3600.00,10.90,17.5,20.0,2600.00,637.0,520.0,776.7,569.0,0.083,34.8,4690.00
2025-05-16T17:00,36.5,14,0.00,0.15,0.43,9.0,3.20,3.20,1,3600.00,11.60,18.2,10.0,2515.00,459.0,356.0,687.2,385.1,0.085,35.3,4790.00
2025-05-16T18:00,34.9,18,0.00,0.15,0.26,6.6,1.70,1.70,1,3600.00,11.50,18.6,0.0,80.00,267.0,185.0,533.8,198.0,0.086,34.7,4780.00
2025-05-16T19:00,31.7,28,0.00,0.09,0.10,3.8,0.55,0.55,1,3600.00,11.30,19.2,20.0,20.00,94.0,45.0,269.8,43.5,0.089,34.0,4780.00
2025-05-16T20:00,29.7,35,0.00,0.02,0.06,3.0,0.05,0.05,0,0.00,10.90,19.2,0.0,20.00,5.0,1.0,13.3,0.0,0.095,33.1,4800.00
2025-05-16T21:00,25.0,44,0.00,0.02,0.04,5.6,0.00,0.00,0,0.00,10.20,17.1,0.0,20.00,0.0,0.0,0.0,0.0,0.099,32.1,4830.00
2025-05-16T22:00,21.9,55,0.00,0.03,0.03,6.4,0.00,0.00,0,0.00,9.90,16.1,0.0,20.00,0.0,0.0,0.0,0.0,0.101,30.7,4820.00
2025-05-16T23:00,21.3,43,0.00,0.03,0.05,6.5,0.00,0.00,0,0.00,10.30,13.8,0.0,45.00,0.0,0.0,0.0,0.0,0.097,29.3,4800.00
2025-05-17T00:00,20.6,45,0.00,0.03,0.04,6.5,0.00,0.00,0,0.00,10.50,13.5,0.0,75.00,0.0,0.0,0.0,0.0,0.099,28.9,4770.00
2025-05-17T01:00,19.8,46,0.00,0.02,0.04,6.8,0.00,0.00,0,0.00,10.00,13.0,0.0,85.00,0.0,0.0,0.0,0.0,0.100,28.0,4760.00
2025-05-17T02:00,19.4,47,0.00,0.02,0.04,6.8,0.00,0.00,0,0.00,10.30,12.8,0.0,85.00,0.0,0.0,0.0,0.0,0.101,27.0,4750.00
2025-05-17T03:00,18.9,49,0.00,0.02,0.04,6.8,0.00,0.00,0,0.00,11.30,12.6,0.0,75.00,0.0,0.0,0.0,0.0,0.102,26.7,4720.00
2025-05-17T04:00,18.6,51,0.00,0.02,0.04,7.3,0.00,0.00,0,0.00,11.80,12.6,0.0,70.00,0.0,0.0,0.0,0.0,0.103,26.4,4680.00
2025-05-17T05:00,19.1,50,0.00,0.02,0.07,7.6,0.00,0.00,1,0.00,12.70,12.9,0.0,75.00,0.0,0.0,0.0,0.0,0.109,26.2,4660.00
2025-05-17T06:00,20.3,48,0.00,0.03,0.08,8.1,0.30,0.30,1,1828.36,13.00,13.7,0.0,95.00,57.0,20.0,151.2,106.6,0.110,26.1,4640.00
2025-05-17T07:00,23.8,43,0.00,0.06,0.17,7.6,1.20,1.20,1,3600.00,13.30,15.9,0.0,170.00,211.0,131.0,463.3,277.9,0.110,26.5,4650.00
2025-05-17T08:00,28.1,34,0.00,0.11,0.32,8.3,2.60,2.60,1,3600.00,13.60,17.7,0.0,320.00,396.0,291.0,634.4,468.2,0.109,27.3,4650.00
2025-05-17T09:00,31.6,27,0.00,0.16,0.47,8.4,4.25,4.25,1,3600.00,13.70,18.9,10.0,560.00,578.0,459.0,741.8,645.1,0.106,29.8,4650.00
2025-05-17T10:00,34.5,21,0.00,0.20,0.59,5.9,5.75,5.75,1,3600.00,14.20,19.3,80.0,2220.00,735.0,608.0,808.5,789.0,0.102,32.3,4620.00
2025-05-17T11:00,36.7,16,0.00,0.23,0.71,7.2,6.95,6.95,1,3600.00,13.50,19.1,150.0,3410.00,852.0,721.0,848.8,887.0,0.097,34.1,4570.00
2025-05-17T12:00,37.8,12,0.00,0.23,0.81,11.2,7.65,7.65,1,3600.00,13.80,18.2,30.0,3750.00,915.0,782.0,864.8,927.3,0.092,35.1,4580.00
2025-05-17T13:00,38.0,12,0.00,0.21,0.83,12.8,7.80,7.80,1,3600.00,13.70,18.2,20.0,3720.00,908.0,773.0,846.7,896.6,0.088,35.2,4560.00
2025-05-17T14:00,37.7,14,0.00,0.19,0.70,11.9,7.30,7.30,1,3600.00,16.60,18.9,230.0,3935.00,733.0,543.0,620.7,704.3,0.085,35.3,4520.00
2025-05-17T15:00,37.7,14,0.00,0.16,0.66,14.8,6.25,6.25,1,3600.00,18.90,18.9,350.0,4085.00,617.0,411.0,518.7,574.4,0.083,35.4,4370.00
2025-05-17T16:00,36.9,14,0.00,0.15,0.57,14.9,4.80,4.80,1,3600.00,19.50,18.4,140.0,3970.00,511.0,314.0,467.6,456.7,0.082,35.1,4440.00
2025-05-17T17:00,34.5,24,0.00,0.13,0.31,8.0,3.20,3.20,1,3600.00,20.80,20.1,550.0,3365.00,279.0,106.0,203.7,234.3,0.128,33.5,4410.00
2025-05-17T18:00,33.1,26,0.10,0.14,0.18,5.0,1.70,1.70,1,1465.87,22.30,19.7,650.0,1770.00,154.0,38.0,108.9,114.5,0.106,32.8,4380.00
2025-05-17T19:00,27.6,44,1.00,0.19,0.16,13.3,0.55,0.55,1,0.00,23.10,19.2,560.0,115.00,44.0,3.0,17.7,20.8,0.164,27.5,4330.00
2025-05-17T20:00,25.4,55,0.20,0.10,0.09,8.9,0.05,0.05,0,0.00,27.10,19.1,510.0,235.00,3.0,0.0,0.0,0.0,0.152,26.8,4340.00
2025-05-17T21:00,24.5,58,0.00,0.06,0.03,6.4,0.00,0.00,0,0.00,28.70,18.8,310.0,250.00,0.0,0.0,0.0,0.0,0.140,26.6,4230.00
2025-05-17T22:00,24.3,50,0.00,0.05,0.07,10.1,0.00,0.00,0,0.00,29.70,17.4,0.0,135.00,0.0,0.0,0.0,0.0,0.135,24.8,4240.00
2025-05-17T23:00,22.3,48,0.00,0.05,0.01,3.1,0.00,0.00,0,0.00,29.30,15.4,0.0,10.00,0.0,0.0,0.0,0.0,0.204,22.1,4220.00
2025-05-18T00:00,21.0,55,0.00,0.03,0.02,4.9,0.00,0.00,0,0.00,29.40,15.3,0.0,10.00,0.0,0.0,0.0,0.0,0.198,22.1,4160.00
2025-05-18T01:00,20.3,58,0.00,0.04,0.03,7.5,0.00,0.00,0,0.00,30.90,15.0,0.0,20.00,0.0,0.0,0.0,0.0,0.193,20.9,4090.00
2025-05-18T02:00,19.7,59,0.00,0.04,0.05,10.2,0.00,0.00,0,0.00,34.20,14.6,0.0,20.00,0.0,0.0,0.0,0.0,0.190,19.1,4000.00
